Synonyymit|Määrittely|kirjalyydi|Murremuoto|Venäjännös|Suomennos|1. esim.|1. esim:n venäjännös|1. esim:n suomennos|2. esim.|2. esim:n venäjännös|2. esim:n suomennos
|s.|suu|su/u, -un, -ud; -id|рот, уста|suu|(Pl) n'olgud valutad suus piäi|слюну льёшь изо рта|kuolaa valutat suusta|||
rikkoda, sporttida|v.|suudida|suud'i/da, -n, -in|судить|tuomita, ratkaista; panetella; turmella, vahingoittaa noitumisella (häissä)||||||
|v. frekv. refl.|suurendeltakse|suurende/lzetta, -lzen, -lžin|капризничать; гордиться|kiukkuilla; ylpeillä||||||
siändüda, verduda|v.|suureta II|suure/ta, -nou, -n'in; -tau, -t'tii|увеличиваться; сердиться|suureta; suuttua (Sn)||||||
|s.|suurim|suuri/m, -men ~ -man, -nd ~ (B) -nt, -mekš; (N) suuri/m, -men, -md ~ - mt  ~ - mte|крупа|suurima, ryyni, ohraryyni||||||
|v.|suurta|suur/ta, -dan, -žin; -tau|делать крупу|ryynittää, tehdä suurimoita, rouhia ryyneiksi||||||
|s. yhd.|suur'barbaz|suur'/barbaz|боьшой палец ноги|ukkovarvas, isovarvas||||||
|s. yhd.|suurimkuaš|suur'in/kuašš|каша из крупы|ryynipuuro||||||
|s.|kuaš|kua/šš, -šan, -ššad|каша|puuro||||||
|a.|suur'|suu/r', -ren, -rd ~ (B, N) -rt; -r'id ~ (Td) -rid ~ (B) -riid|большой|suuri||||||
|a. komp.|suuremb|suurembi ~ (Kn, N) suuremb|||purn on suurembi luar'id|закром больше ларя|purnu on isompi laaria|||
|s.|taba|(B, Td, N) taba, -n, -d||||||||
|s.|tabak|taba/k, -kan, -kkad; -koid|табак|tupakka||||||
|v. frekv.|taboitelta|taboi/telda, -ttelen, -ttel'in|ловить, преследовать, настигать|tavoitella, ottaa kiinni||||||
suabuttada, tabata|v.|taboittada|taboi/ttada, -tan, -t'in|застигать, застигнуть, застичь, заставать, застать, поймать, настичь, настигнуть|tavoittaa, ottaa kiinni, saavuttaa, saada kiinni, yllättää||||||
|s. yhd.|tadehhang|tadeh/hang|навозные вилы|lantahanko, tadikko||||||
|s. yhd. dem.|tadehhangoine|tadeh/hangoin'e|навозные вилы (маленькие)|lantahanko (pieni), tadikko (pieni)||||||
höšte|s.|tadeh|tadeh, -en, -t; -id|навоз|lanta|hebon tadehed|лошадиный навоз|hevosen lannat|||
|s. yhd.|tagaraiv|taga/raiv, -raivun, -raivud; -raivuid|затылок|takaraivo||||||
salb|s. yhd.|tagasalb|taga/salb|внутренний засов|takasalpa, poikittainen salpapuu, pyöröhtävä salpa||||||
tagaperin|adv. yhd.|tagazperzegin|tagas/perzegin|задом|takaperin||||||
perad, taga, tagana|postp.|tagači|tagači|за, из-за, о; позади, сзади; вместо|taitse, takaa; takia, sijasta, puolesta|(N) mina lähten sinus tagači|я пойду вместо тебя|minä lähden sinun sijastasi|||
|v.|tagoda|tago/da, -n, -in; -tau, -t't'ii|ковать|takoa||||||
taguine I|a.|tagaine|(B, Pl, Td) taga/in'e, -ižen, -št; -ižid|задний|takainen, taka-||||||
*-tagaine|a. yhd.|*-taguine|*-tagu/in'e, -ižen, -št; -ižid|находящийся за (чем-либо)|*-takainen|d’ärventaguin’e|находящийся за озером|järventakainen|rindantaguin'e|редкая сеть (в неводе)|nuotan rintaverkon takainen harvempi verkko
tagaine|a.|taguine I|tagu/in'e, -ižen, -št; -ižid|задний|takainen, taka-||||||
perzepuol'; südäm, südämuz|s.|taguine II|tagu/in'e, -ižen, -št; -ižid|задняя часть; нутро|takapuoli; sisus, kyky (N)||||||
därventagaine|a. yhd.|därventaguine|d’ärven/taguin’e|находящийся за озером|järventakainen|d’ärventaguin’e külä|деревня за озером|järventakainen kylä|||
|s.|tahk|tahk, -on, -od; -oid|точило|tahko||||||
|v.|tahkota|tahko/ta, -dan, -žin; -tau, -t't'ii|точить, наточить|tahkota||||||
|s.|tahn|tahn, -an, -ad; -oiden, -oid|загон для скота, коровник, двор (скотный)|tanhua, karjatanhua, karjapiha, karjatarha, navetta, piha rakennusten välissä|(B) hän on tahnal|он на улице|hän on ulkona|||
|liitep.|*-taht|*-taht ~ -tahto|||ota midä-taht(o)!|бери хоть чего!|ota mitä tahansa!|||
|s.|tahtaz|tahta/z, -han, -st; -hid|тесто|tahdas, taikina (sotkettu)||||||
mänetelta|v. frekv.|tahtelta|tahte/lta, -lou, -l'|собираться, намереваться|aikoa, meinata, tahtoa||||||
|v.|tahtoda|tahto/da, -n, -in; -tau, -t't'ii|хотеть|tahtoa, haluta|(N) d'ien mina hüvä, t'erveh i s'ida mina sille tahton|я остаюсь в добром зравии и того же я желаю тебе (в конце письма)|minä jään hyvänä, terveenä ja sitä sinulle toivon (kirjeen lopussa)|||
värttin|s.|tain|tain, -an, -ad; -oid|веретено с нитью|värttinä täynnä lankaa||||||
taigin|s. dem.|taiginaine|taigina/in'e, -ižen, -št; -ižiden, -ižid|квашня (небольшая)|taikina-astia (pieni) (pieni)||||||
veza|s.|taimen|(B) taimen|саженец, росток|taimi||||||
taimen|s. mon.|taimened|(B) taimened|рассада, саженцы, ростки|taimi|(B) šiid ku kazvau taimened, küt'kitau pelvaz|потом, когда прорастёт рассада, пропалывают лён|sitten kun pellava on kasvanut taimelle, kitketään se |||
čokittajaine, ohtikkahaine, ohtoi|s.|takkiaine|takkia/in'e, -ižen, -št; -ižid|лопух, репей|takiainen||||||
|s.|tall'ank|taljan/k, -kan, -kkad; -koid|тальянка, гармоника|harmonikka, hanuri||||||
|v.|tarbota|tarbo/da, -n, -in; -tau, -t't'ii|ботать, ловить ботальной сетью; болтать, говорить вздор|tarpoa; loruta||||||
skuup|a.|tark|tar/k ~ -kk, -kan, -kkad; -koid|скупой|saita, itara, sääsätäväinen||||||
|v. refl.|taritakse|tar'i/ččezetta, -ččezen, -ččiime ~ -ččežiime|проситься, предлагаться|tarjoutua, pyrkiä (yöksi)||||||
|v.|tarita|tar'i/ta, -čen, -čin|предлагать|tarjota||||||
|v.|taluda|talu/da, -n, -in|сводить, свозить; натягивать, примерять|taluttaa, kuljettaa, viedä ja tuoda, käyttää, antaa käydä, koetella|(B) kn'agin on d’o külüü taluttu |невеста уже свожена в баню|morsian on jo saunassa käytetty|||
|s.|talkkun|tal/kun, -kkunan, -kkunad|толокно|talkkuna||||||
|s.|taut|tal/tt, -tan, -ttad; -toid; (N) daut|долото|taltta||||||
rikkoda|v.|tappada|ta/ppada, -pan, -poin|убивать, умерщвлять|tappaa, surmata; puida (Kj)|tappagat!|убейте!|tappakaa!|||
rikond|s.|tapand|(Td) tapant|убийство|tappaminen||||||
|v.|tazata|(B) taza/ta, -dan, -žin; -t't'ii|уровнять, отомстить|kostaa||||||
|s.|tavar|tavar, -on, -od; -oiden, -oid|товар|tavara||||||
sorz|s.|tavi|tavi, -n, -d; -id; (N) tav/i, -en|чирок|tavi (sorsalaji)||||||
|s.|talv|ta/l'v, -lven, -lved; -l'vid|зима|talvi||||||
tahkota, terata|v.|tereta I|(B) t'ere/ta, -ndän, -n'd'in; (Td) t'ere/tä, -ndän, -nd'žin|точить, оттачивать, заострять|teroittaa||||||
|s.|terenduz|t'erendü/s ~ (B, N) t'erendu/s, -ksen, -st|заострение стены (под крышей)|päätyseinän kolmiomainen yläosa (katon kohdalla)||||||
|s.|tervehuz|t'erveh/üz ~ (B, M) -uz ~ (Td) terveh/üz, -üden ~ (B, M) -uden, -üt ~ -ütt ~ (B, M) -ut ; -üžid ~ (Ks) -üžiid|здоровье; привет, поклон|terveys; terveiset|(B) kuit'e šinun t'ervehuz?|как твоё здоровье?|miten sinun terveytesi?|||
tervehuz|s.|tervuhuz|(N) t'ervuhu/ž, -den, -ut|здоровье; привет, поклон|terveys; terveiset|sanu t'ervehüt!|передай привет!|kerro terveisiä!|||
tervehuz|interj.|tervehut|t'ervehüt ~ -tt|привет, здоровья|terveisiä, terveyttä|sanu t'ervehüt!|передай привет!|kerro terveisiä!|||
|s.|tihi|t'ihu, -n, -d; -id; (Pl) t’ih/i, -en, -ed|мошка, мошкара|pienen pieni hyttynen, mäkärä, mäkäräinen|(B) t'ihud šüödau|мошкара заедает|mäkäräiset purevat|||
|adv.|todes|todes|вправду, в самом деле|totta, todella, tosissaan, täyttä totta, totta tosiaan|todezgi sanud?|ты вправду говоришь?|oletko tosissasi?|||
*-gi II, *-go|liitep.|*-k II|(Lmj) *-(i)k|||(Lmj) onik šilaa lapš? (OFM)|есть ли у тебя ребёнок?|onko sinulla lapsi?|||
*-go, *-k II|liitep.|*-gi II|*-gi|ли, ль, разве|*-ko, *-kö|todezgi sanud?|ты вправду говоришь?|oletko tosissasi?|||
|liitep.|*-gi II||||viegi?|ещё ли?|vieläkö?|||
|liitep.|*-gi II||||eigi|нет ли|eikö|||
|liitep.|*-gi II||||(Hj) l'ienougi kai lugu s'illai t'iäht'el?|будет ли всё количество у тебя на учёте?|lieneekö koko määrä sinulla tallella?|||
elgeta|v.|toimittada|toimi/ttada, -tan, -t'in|понимать, осозновать, уяснять, усваивать|ymmärtää, käsittää, saada selvää||||||
uskaita|v.|toivottada|toivo/ttada, -tan, -t'in|обещать|luvata||||||
toivotuz|s.|toivotez|(B) toivote/z, -ksen, -st; -kšid|обет|lupaus (Jumalalle)||||||
toivotez|s.|toivotuz|(Td) toivotu/z, -ksen, -st|обет|lupaus (Jumalalle)||||||
tožarg, tožnarg|s. yhd.|toinarg|toin'/arg ~ (B, Ks) -ar'g|вторник|tiistai|toiženargen suadu lehm|рождённая во вторник корова |tiistaina syntynyt lehmä|||
toinarg, tožarg|s. yhd.|tožnarg|(B, Pl, M, Td, Kn, N) tožn'/ar'g ~ (Td) -arg ~ (Pk) tožn/a(a)r'g ~ (N) tožn/aarik||||||||
|adv.|toižin|toižin|по-другому|toisella tavoin||||||
|||||||||||
polgeda|v.|topsida|topči/da, -n, -in|топтать, затоптать|poljeksia, tallata, polkea||||||
torado, toraduz|s.|tora|tor/a, -an, -ad; -id|драка|tappelu||||||
|v.|torata|tora/ta, -dan, -žin|драться|tapella||||||
|s.|torelk|(B, Kn) tor'elk, -an, -ad; -oid||||||||
torguind|s.|torg|torg, -un, -ud||||||||
torguita|v.|torguida|torgui/da, -n, -in; -u; -dau|торговать|kaupata, harjoittaa kauppaa, pitää kauppaa, tehdä kauppaa||||||
torguida|v.|torguita|(B, Td, N) torgui/ta, -čen, -čin|торговать|kaupata, harjoittaa kauppaa, pitää kauppaa, tehdä kauppaa|(N) torguičin ribuloil|я торговал тряпками|harjoitin räsykauppaa|||
torg|s.|torguind|torguind, -an, -ad|торговля|kauppaaminen, kaupankäynti, kaupanpito||||||
|s.|tormaz|tormaz, -an, -ad; -oid|тормоз|jalasrauta, reen rauta-antura, jalaksen alusrauta||||||
kiirehtada|v. refl.|toroppidakse|toroppi/zetta, -zen, -žin|торопиться|kiirehtiä, kiiruhtaa||||||
tuuližpüöröi, viehkur'|s.|torok|toro/kk, -kan, -kkad; -koid|вихрь|vihuri, tuulispää, tuulenpuuska, myrsky||||||
|s.|totk|totk, -un, -ud; -uid|рыбьи внутренности|totku, kalan sisälmykset, kalan jätteet, kalan suolet||||||
|s.|toug|toug, -on, -od; -oid|яровые, весенний сев, яровой сев|touko, suvivilja, kylvetty kaura, kylvetty ohra||||||
|s.|tovariš|tovari/š, -šan, -ššad; -šoid|товарищ|toveri||||||
|s.|toišoi|tol'šoi|корова, рождённая во вторник|tiistaina syntyneen lehmän nimi||||||
|adv. yhd.|tožpäivän|toš/päivän|на другой день; позавчера|toisena päivänä, seuraavana päivänä, toissapäivänä||||||
|adv.|tošti|tošči|в другой раз, ещё; иногда, порой|toiste, toinen kerta; toisinaan, väliin|(B) tule tošči!|заходи ещё!|tule toinen kerta!|||
|s.|topp|to/pp, -pan, -ppad; -ppid|мусор|roska, rikka||||||
|s.|tozi|to/ži, -den, -tt|правда|tosi|pagišta tott| говорить правду|puhua totta|(B) toden pagižij|говорящий правду|totta puhuva
harčoun, restoran|s.|trahter'|traht'er', -in, -id; -iid|трактир, ресторан|ravintola||||||
|s.|trešt'otk|treščotk, -an, -ad; -oid||||||||
|s.|tursk|(Kn) tresk, -an, -ad||||||||
|v.|triebuita|triebui/da, -čen, -čin|требовать, звать, просить|vaatia, kutsua, pyytää||||||
kolme, puar|s.|troik|troi/k, -kan, -kkad; -kkid|тройка|kolmivaljakko; puku||||||
|v.|truattida|(B) trua/ttida, -t(t)in||||||||
butk, torv, türü|s.|truba|trub/a, -an, -ad; -id|труба|savupiippu, savutorvi, uunipiippu; torvi, paimentorvi; kangaskääry||||||
soittada|v.|trubida|trubi/da, -n, -in; -tau|трубить|soittaa (paimen)torvea||||||
|s.|tuačk|(B) tačk, -an, -ad||||||||
|adv.|tuandoi|tuandoi|недавно|taannoin, äskettäin||||||
vadi|s.|tuaz|tuaz, -an, -ad; -oid|таз|pesuvati (metallinen), pesuvati saunassa||||||
tubaz, tuhdik|s.|tubahik|tubahi/kk, -kon, -kkod; -koid|заросли, кустарник|pensaikko, pehko, mätäs, tupas, typpäikkö, yhteen kohtaan kasvanut kasa ruista, pensasta kasvava, tupasta kasvava||||||
|v.|tugeta|tuge/ta, -dan, -žin|поддерживать|tukea, tueta, varustaa tuilla||||||
|s.|tugi|tug/i, -en, -ed; -id|подпорка|tuki, tukipuu, tukiainen||||||
tuhakund, tuhandž|num.|tuhahine|tuhahi/n’e, -žen, -št; -žid; (Kn) tuhahiine ||||||||
tuha|s. yhd.|tuhakund|tuha/kund|тысяча, размером в тысячу|tuhatkunta, tonnin verran||||||
tuhahine|num.|tuhandž| tuha/n'd'ž, -nden, -t|тысячный|tuhannes||||||
|s.|tuhk|tuhk, -an, -ad; -id|пепел|tuhka||||||
|s. yhd.|tuhksoba|tuhk/soba|мешок пепла|tuhkapussi||||||
|s.|tuhd'|tuhd', -on, -od; -oid|куст|pensas||||||
sume|s.|tuman|tuman, -an, -ad; -oid|туман|sumu||||||
|a.|tundematoi|tundema/toin'e, -ttoman, -tošt; -ttomid|незнакомый|tuntematon||||||
tundustadakse|v.|tundustada|tundus/tada, -tan, -t'in|признавать, узнавать|tuntea jälleen||||||
|v.|tunduda|(B) tundu/da, -u, -i||tuntua, näkyä, erottua||||||
tundustadakse|v.|tundustuda|(Pl, Td) tundustu/da, -u, -i||tutustua||||||
tundustada, tundustuda|v. refl.|tundustadakse|(Pl) tundusta/sta, -zen, -žin||tutustua, tuntea jälleen||||||
|s.|tuoh|tuoh, -en, -t; -id|||(B) n'iloittada tuoht|сдирать берёсту|kuoria tuohta|||
|a.|tuohine|tuohi/n'e, -žen, -št; -židen, -žid; (N) tuohi/ine, -ižen|берестяной|tuohinen, tuohi-||||||
|s.|tuohuz|tuohu/s, -ksen, -st; -kšid|свеча|kynttilä|(B) razvain'e tuohuz|сальная свеча|talikynttilä|||
|s. yhd.|tuohlebu|tuoh/l'ebu|кусок берёсты, берестяная пластина|tuohilevy, tuohi (kiskottu)||||||
ruohk, verez|a.|tuorez|tuore/z, -hen, -st; -hid|незрелый|tuore, raaka, kypsymätön, kostea||||||
|v.|tuoda|tuo/da, -n, -in; -u, -i; -dau, -d'ii|приносить, приводить, привозить|tuoda|(Pl) kembi tuou?|кто же принесёт?|kenpä tuopi?|||
tuomoi|s.|tuom|tuom, -en, -d; -iden, -id ~ (Ks, Kn) -iid|черёмуха|tuomi||||||
tuom|s.|tuomoi|(Kn) tuomuoi, -n , -d|ягода черёмухи, черёмуха|tuomenmarja||||||
tuomoi|s.|tuomik|(B, Pl) tuomi/k, -kon, -kkod; (Pl) -kkoid|ягода черёмухи, черёмуха|tuomenmarja||||||
tupehtuttada|v.|tupehtoittada|tupehtoi/ttada, -tan, -t'in|душить|tukahduttaa||||||
tupehtoittada|v.|tupehtuttada|tupehtu/ttada, -tan, -t'in|душить|tukahduttaa||||||
|v.|tupehtuda|tupehtu/da, -n, -in; -u, -i|задыхаться, задохнуться|tukahtua||||||
bajuttada|v.|turuttada|turu/ttada, -tan, -t'in|баюкать, убаюкивать|tuudittaa||||||
|s.|turbiž|turb/iž, -ehen, -išt; -ehid|торф|turve||||||
|s.|tusk|tusk, -an, -ad; -id|тоска, мука|ikävä, suru, tuska, kärsimys, kipu||||||
kibištada|v.|tuskata|tuska/ta, -dau, -ž|причинять боль, болеть|tehdä kipeää, olla kipeä||||||
tuskeududa|v.|tuskeuzuda|tuskeuzu/da, -n, -in|затосковать|tuskastua, tulla tuskaiseksi, ikävystyä, kyllästyä, suuttua||||||
|v.|tuta|tu/tta, -nden,  -n'd'in; -ndou|знать, узнавать, быть знакомым; чувствовать|tuntea|emme tukkoi |мы не знаем|emme tunne|||
tundustumine|s.|tuttavuz|tuttavu/s, -den, -tt|знакомство, знание|tuttavuus||||||
|a.|tuttav|tutta/u, -van, -vad; -vid|знакомый|tuttava, tuttu|(N) tuttau ien'i|знакомый голос|tuttu ääni|||
tuulahale|adv.|tuulahal|tuul'ahal|на лучении (рыбы)|tuulaalla||||||
|s. yhd.|tulihaud|tul'i/haud|углубление для углей (в печи)|hiillos, liedos, syvennys uuninsuun sivulla, hiillossuoja uunin laidassa||||||
|v. refl.|tungedakse|tunge/zetta, -zen, -žin|толкаться, пихаться|tunkeutua||||||
lieta|v.|tulda|tu/lda, -len, -l'in; -ldau|прийти, прибыть|tulla|(N) tulou ~ lienou ehtaine|наступает вечер|tulee ilta|(Td) ehtäižil müöhä tul'in kod'ii|вечером поздно я пришёл домой|illalla myöhään tuliin kotiin
|v.|tulda||||(N) tulou aigem strokkud|придет раньше срока|tulee ennen määräaikaa|||
|v.|tulda||||(Td) tulou valget kezäin'e|придёт красное (светлое) лето|tulee valoisa kesänen|||
|v.|tulda||||ken-l'ienou tul'i pert't'ii|кто-то вошёл в избу|joku tuli tupaan|(Kn) hän tul'i d'uoste|он примчался бегом|hän tuli juosten
|v.|tulda||||(Hj) ku tul'i rastaupruazn'ikk, ol'd'ii sv'atkad veder'istai suai (LT1  293)|когда наступал рождественский праздник, были святки до Крещения|kun tuli joulujuhla, oli välipäivät loppiaiseen saakka|||
|v.|tulda||||(Td) tule piätn'ičän!|приходи в пятницу!|tule perjantaina!|(B) tule tošči!|заходи ещё!|tule toinen kerta!
|s. mon.|tuluksed|tulu/ksed, -kšid|огниво и кремень|tulukset||||||
pövü, turk|s.|tulup|tulu/pp, -pan, -ppad; -poid|тулуп|iso turkki, matkaturkki||||||
|s.|tulkk|tul/kk, -kan, -kkad; -k´kid|втулка, затычка, пробка|tappi, puutulppa (kaljatynnyrin); tulkka, pyöränrumpu, pyöränkappa||||||
|num.|tuha|tuh/a, -an, -ad ~ (N) -andeht; -id ~ (Ks, Kn) -iid ~ (Ks) -anžiid|тысяча|tuhat||||||
burak, puzu|s.|tujus|tuju/ss, -san, -ssad; -soid|туес|maitopusu, tuohinen maitoastia||||||
|s.|tukk II|tu/kk, -kun, -kkud; -kuid|куча|kasa (pellavia), läjä||||||
tukad|s.|tukk I|tu/kk, -kan, -kkad, -kkid|волос, волосы|hius, hiukset, tukka|(B) kun'd'žerad tukad|кудрявые волосы, кудри|kihara tukka|||
tukk I|s. mon.|tukad|tu/kad, -kkid|||(B) kun'd'žerad tukad|кудрявые волосы, кудри|kihara tukka|||
lämöi|s.|tuli|tu/l'i, -len, -ld; -l'id|огонь|tuli, valkea||||||
redustuda, töläduda, töleududa|v.|töleuzuda|töleüzü/dä, -n, -in|запачкаться, испачкаться, замараться, загрязниться|likaantua, tahraantua||||||
|s.|trepalk|tr'epal/k ~ -kk, -kan, -kkad; -koid|трепалка|pellavaloukku||||||
hüübij|s.|tuukkaj|tuukka/i, -jan, -jad, -jid|филин, сова|huuhkaja, pöllö|(B) tuul’ puhuu|ветер дует|tuuli puhaltaa|||
|s.|tuul'|tuu/l', -len, -ld ~ (B) -lt; -l'id|||suvine tuul'|южный ветер|etelätuuli|(B, Td) pohd'ain'e tuul'|северный ветер|pohjoistuuli
|s.|tuul'||||(B) vastain'e tuul'|встречный ветер|vastatuuli|||
luččida|v.|tuulastada|tuul'a/stada, -stan, -štin|лучить (рыбу), ловить рыбу острогой|tuulastaa||||||
tuuližpüöröi, tuuližviehkur’, viehkur'|s. yhd.|tuul'viehkur'|tuul'/viehhur', -viehhur'in, -viehhur'id; -viehhur'iid|ветренный вихрь|tuulispää, raju tuulispää||||||
|s. yhd.|tuulenkobr|tuulen/kobr|пучок ветвей на дереве|tuulenpesä||||||
|s.|teht|t'eht, -on, -od; -oid|промежуток между шпангоутами|tehdas, kaarien välinen tila veneessä ||||||
|v.|tervata|t'erva/ta, -dan, -žin; -tau, -t't'ii|смолить, просмолить|tervata|veneh pidäu t'ervata| лодку нужно просмолить |täytyy tervata vene|||
|v.|tervehtada|t'erveh/tädä, -tän, -t'in; -tettäu, -tet't'ii|приветствовать|tervehtiä||||||
|a.|terav|t'erä/u, -vän, -väd; -vöid|острый|terävä||||||
ravedas(ti), teravas(ti)|adv.|tervas(ti)|t'erväi ~ (B, M) t'ervaa ~ (B) t'ervašči|скоро, быстро|nopeasti, kiireesti, pian, äkkiä||||||
ravedas(ti), tervas(ti)|adv.|teravas(ti)|t'eräväi ~ (B) t'eravaa ~  (Td) t'erävää ~ (N) t'er'avai  ~ (Td) teräväšči ~ (N) t'er'avašči|скоро, быстро|pian, nopeasti||||||
|a.|terveh|t'erve/h ~ -e, -hen, -ht; -hid |здоровый|terve|(N) d'ien mina hüvä, t'erveh i s'ida mina sille tahton|я остаюсь в добром зравии и того же я желаю тебе (в конце письма)|minä jään hyvänä, terveenä ja sitä sinulle toivon (kirjeen lopussa)|||
|s.|tell'|t'el'l', -un, -ud; -uid|банка, сиденье в лодке|teljo, veneenteljo, tuhto||||||
šorpad|s.|šorp|čor/pp ~ (Pl) šor/pp, -pan, -ppad; -ppid|зубец, шип|piikki (äkeen), haara (hangon)||||||
*-šorpaine|a. yhd.|kaks'šorpaine|kakš/čorpain'e|двухзубчатый, с двумя зубьями|kaksihaarainen||||||
|a. yhd.|*-šorpaine|*-čorpa/in'e, -ižen, -št; -ižiden, -ižid|*-зубчатый|*-haarainen|kakščorpain'e|двухзубчатый, с двумя зубьями|kaksihaarainen|||
*-tell'uine|a. yhd.|kaks'tell'uine|(Td) kakš/t'el'l'uin'e|двухбаночный, с двумя банками (лодка)|kaksiteljoinen|(Td) kakšt'el'l'uin'e veneh|лодка с двумя банками|kaksiteljoinen|||
|a. yhd.|*-tell'uine|(Td) *-t'el'l'uin'e|*-баночный, с банками (лодка)|*-teljoinen, *-tuhtoinen|(Td) kakšt'el'l'uin'e veneh|лодка с двумя банками|kaksiteljoinen|||
*-vuodine|a. yhd.|tämänvuodine|t'ämän/vuod'in'e|этого года, относящийся к этому году|tämänvuotinen, taman vuoden|t'ämänvuod'in'e kala|рыба, выловленная в этом году|tämän vuoden kala|||
*-vuozine|a. yhd.|*-vuodine|*-vuod'i/n'e, -žen, -št; -židen, -žid|*-летний, *-годовалый; *-годичный, *-годний|vuotinen|t'ämänvuod'in'e kala|рыба, выловленная в этом году|tämän vuoden kala|||
|v.|tiedustada|t'iedu/stada, -stan, -št'in|узнавать, разбираться|tiedustella, ottaa selkoa, saada tietää, ottaa tieto, kysyä, käydä katsomassa||||||
|a.|tiedamatoi|t'iedämätö/töin'e, -ttömän, -töšt; -ttömid|неизвестный, незнакомый; незнающий|tuntematon, tietämätön||||||
suar|s. yhd.|tiesuar|t'ie/suar|развилье, распутье, развилка (дорог)|tienhaara||||||
tietoil|adv.|tietoiš|t'ietois|известно|tiedossa||||||
|v.|tieta|t'ie/ttä, -dän,  -žin|знать|tietää||||||
|s.|tiin|(Td, N) tiin||||||||
|a.|tinaine|t'ina/in'e, -ižen, -št; -ižiden, -ižid|оловянный|tinainen, tina-||||||
|s.|tina|t'in/a, -an, -ad; -oid|олово|tina|sl'iesar' d'uottau t'inal|слесарь паяет оловом|vaskiseppä juottaa tinalla|||
|s.|tipušk|t'ipušk, -an, -ad; -oid|цыплёнок|kananpoikanen, kananpoika||||||
|s.|tiäi|t'iäi ~ (B, Td) tiäi, -n, -d; -d ~ -löid ~  (B) tiälöid; (N) t'iei|вошь|täi||||||
kägöintiäi|s. yhd.|kägentiäi|(B) kägen/tiäi|клещ, иксодес|puutäi, puutiainen||||||
|s.|tiäht'|t'iäht', -en, -ed; -id||||||||
|s.|tilg|t'ilg, -an, -ad; -oid|прокладка (деревянная), полоска (деревянная)|puutiiviste, puukaista||||||
tipaine, tilk I|s. dem.|tilkaine|t'ilka/in'e, -ižen, -št; -ižiden, -ižid|капелька, глоточек|tilkkanen, tippa|anda maidot' t'ilkain'e!|дай молока глоточек!|anna tilkkanen maitoa!|||
tippuda|v.|tilkkuda|t'il/k(k)uda, -k(k)uu, -kui|капать|tippua, valua tipoittain||||||
tilkkuda|v.|tippuda|(Td) t'i/ppuda, -ppuu|капать|tippua|(Td) veži t'ippuu|вода капает|vesi tippuu|||
|v. refl.|tipahtadakse|(B) t'ipah/tazeta, -t'iihe|капнуть|tipahtaa||||||
kestada|v.|tirppada|(Lh, Kn, N) t'irpa/da, -n||||||||
|s.|tikk|t'i/kk ~ (Kn, N) -kku, -kun, -kkud; -kuid; (B, Pl, Td) t'i/kk, -kan, -kkad; -koid|дятел|tikka||||||
luad, taba|s.|tolk|(B, Ks) tol/k, -kun, (B) -kud ~ (Ks) -kkud; (N) tou/k, -kun, -kud|толк, смысл, польза; образ, манер|tolkku; tapa|(N) pahai toukui|негожим образом|huonolla tavalla|(N) hüväi toukui|хорошим манером, по-хорошему|säädyllisesti, hyvin
mieletoi, puutitoi|a. kar.|tolkutoi|(B) tolkutoin'e|бестолковый, бессмысленный|tolkuton, älytön, mieletön, järjetön, pystymätön||||||
forel'|s.|torp|(B, N) tor/p, -pan, -ppad; (Td) tor/p ~ -pp(a), -pun, -p(p)ud; -puid|торпа, форель|purolohi, rautu||||||
tukk|s.|tükk|(N) t'u/k(k), -kan||||||||
katuzlaud|s.|töss|t'o/ss, -sun, -ssud|тёс|kattolauta||||||
|s.|tädi|t'äd'i, -n, -d; -id|тётка, тётя|täti, isän sisar, äidin sisar||||||
tädi|s. dem.|tötoi|t'o/toi, -toin, -toid; -ttoloid|тётя|täti||||||
|a.|t'ägäläin'e|t'ägälä/in'e, -ižen, -št; -ižiden, -ižid|здешний, местный|täkäläinen, paikkakuntalainen||||||
|adv.|tägäli|t'ägäl'i|тут, этим путём|tämän kautta, tätä kautta, tätä tietä||||||
|s.|tähk II|t'ähk, -än, -äd; -öid|конец плети|ruskan kierretyn siiman palmikoitu pää||||||
|s.|tähk I|t'ähk, -än, -äd; -id|колос|tähkä||||||
|v.|tiäidüda|t'iäidü/dä, -n, -in|вшиветь|tulla täihin||||||
valeh, kielastus|a.|tühd'|t'ühd' ~ tühj, -än, -äd; -id|пустой; пустое|tyhjä; turha, joutava, tarppeton, mitätön, vale|(B) tühd'än pagižij|говорящий пустое, врун|valehtelija|||
|v.|tühdeta I|(Pl) tühde/ta, -ndan|опустошать, опорожнять|tyhjentää|(Pl) tühd'enda korvoi!|опорожни  ушат!|tyhjennä korvo!|||
|v.|tühdeta II|(Pl) tühde/tä, -i|пустеть, опустошаться, опорожняться|tyhjetä, tyhjentyä|(Pl) korvoi tühd'ei| ушат опорожнился|korvo tyhjeni|||
lieta; suabuttada|v.|täüdüda|t'äudü/dä, -u, -i|исполняться, наполняться, хватать, быть достаточным, доставать|täyttyä, tulla täyteen, riittää, ulottua, yltää||||||
|a.|täüz'|t'äu/ž, -den, -tt; -žid|полный|täysi||||||
tägäl, täs|adv.|tägä|t'ägä|тут, здесь (на поверхности)|täällä|(B) häkk (on) t'äuž härg |выросший бычок – полностью бык|häkki on täyskasvuinen härkä|||
